Date,China (SSE Composite Index),France (CAC 40),UK (FTSE 100),Germany (DAX),US (S&P 500),Canada (S&P/TSX Composite),Korea (KOSPI),Japan (Nikkei 225),India (Nifty 50)
2018-11-14,238400.0,88350000.0,925587100.0,106400600.0,4449060000.0,295362000.0,339000.0,75200000.0,384500.0
2018-11-15,207800.0,99859900.0,1257540400.0,96865000.0,4204960000.0,268321200.0,351000.0,0.0,0.0
2018-11-16,242200.0,99615100.0,1010040200.0,113018300.0,3996970000.0,285186100.0,301600.0,74900000.0,342800.0
2018-11-19,231700.0,75776800.0,776442400.0,78718200.0,3806940000.0,225780400.0,273200.0,72100000.0,272100.0
2018-11-20,215900.0,97368100.0,826183700.0,119967800.0,4370820000.0,292344300.0,281700.0,82500000.0,295200.0
2018-11-21,182600.0,82217400.0,841306700.0,92605400.0,3237400000.0,270566000.0,267900.0,77300000.0,300900.0
2018-11-26,134300.0,94237200.0,802145500.0,89434600.0,3523520000.0,245892100.0,237700.0,78000000.0,0.0
2018-11-27,123700.0,85316600.0,829960500.0,75453200.0,3494380000.0,219177800.0,239200.0,74000000.0,0.0
2018-11-28,146000.0,84265900.0,800840600.0,72950500.0,3984540000.0,244842300.0,300100.0,77600000.0,424500.0
2018-11-29,157200.0,82130300.0,777115000.0,92388200.0,3599200000.0,223082300.0,307200.0,69300000.0,691300.0
2018-11-30,139300.0,107965900.0,1189062500.0,109013100.0,4668310000.0,339228800.0,427400.0,104100000.0,453900.0
2018-12-03,207500.0,101898900.0,864783000.0,101248500.0,4221580000.0,294475600.0,436600.0,70500000.0,409700.0
2018-12-04,167900.0,84238000.0,822570700.0,83807700.0,4515710000.0,285129100.0,507500.0,89600000.0,322100.0
2018-12-06,141700.0,140516600.0,1029779500.0,132009900.0,5180430000.0,28338700.0,537400.0,87600000.0,318500.0
2018-12-07,109100.0,95511500.0,819982500.0,100383400.0,4242240000.0,311247900.0,371600.0,78100000.0,325800.0
2018-12-10,113200.0,108458800.0,864359000.0,119543200.0,4162880000.0,275806900.0,344200.0,79000000.0,381300.0
2018-12-11,101300.0,101943600.0,841263500.0,101814600.0,3963440000.0,275639600.0,273900.0,87500000.0,425500.0
2018-12-12,103500.0,106795300.0,1063865300.0,103230400.0,4029300000.0,268233000.0,457100.0,89600000.0,360500.0
2018-12-13,150700.0,88192400.0,735372600.0,87998300.0,3978340000.0,264774700.0,379800.0,79200000.0,376200.0
2018-12-14,145900.0,89679200.0,714141000.0,81422700.0,4064370000.0,277086200.0,448200.0,102800000.0,340100.0
2018-12-17,117400.0,83817900.0,734851100.0,85598700.0,4661420000.0,264315200.0,444500.0,63400000.0,296900.0
2018-12-18,117000.0,109281600.0,855040800.0,96287600.0,4519190000.0,386847800.0,429500.0,80500000.0,286100.0
2018-12-19,107700.0,96198400.0,754065600.0,96506200.0,5152830000.0,370363000.0,418800.0,81300000.0,312100.0
2018-12-20,120600.0,120847000.0,903273100.0,122450600.0,5619780000.0,308247100.0,421100.0,96300000.0,318900.0
2018-12-21,115700.0,187129800.0,1596669300.0,216162200.0,7657890000.0,614345800.0,311400.0,116600000.0,377500.0
2018-12-27,135400.0,89451800.0,590127000.0,104152600.0,4139010000.0,235414700.0,398000.0,93000000.0,456100.0
2018-12-28,119200.0,67583000.0,499812000.0,52604300.0,3728440000.0,266928600.0,352700.0,70600000.0,245500.0
2019-01-04,168900.0,95967400.0,639136700.0,95339500.0,4234140000.0,231237200.0,409000.0,91600000.0,296600.0
2019-01-07,177300.0,73900700.0,736559900.0,71151400.0,4133120000.0,257832000.0,440200.0,81500000.0,269400.0
2019-01-08,158100.0,98114900.0,651977000.0,93672200.0,4120060000.0,260100900.0,397800.0,86400000.0,277700.0
2019-01-09,191900.0,94180800.0,860684900.0,96071900.0,4088740000.0,269093100.0,386200.0,72800000.0,333000.0
2019-01-10,159900.0,76138500.0,611434300.0,77255600.0,3721300000.0,262984000.0,382900.0,73700000.0,254400.0
2019-01-11,149400.0,77037500.0,680478600.0,75537200.0,3447460000.0,249299500.0,380100.0,77700000.0,260800.0
2019-01-15,160300.0,83421600.0,687341200.0,80197500.0,3601180000.0,241300600.0,439500.0,78300000.0,310700.0
2019-01-16,149300.0,81097500.0,787626400.0,79810600.0,3882180000.0,248816800.0,500100.0,69500000.0,276500.0
2019-01-17,162500.0,82674400.0,582654200.0,79327000.0,3802410000.0,257298500.0,475900.0,63600000.0,271700.0
2019-01-18,190800.0,106129400.0,795742900.0,119133600.0,4009010000.0,293702200.0,456700.0,64700000.0,323800.0
2019-01-22,152500.0,67998400.0,565967800.0,73446100.0,3923950000.0,228363300.0,419400.0,57100000.0,300800.0
2019-01-23,131400.0,78599700.0,646039700.0,87752900.0,3358770000.0,210174500.0,408600.0,0.0,298900.0
2019-01-24,154000.0,82884500.0,599978600.0,110548100.0,3449230000.0,206075300.0,413700.0,61400000.0,361100.0
2019-01-25,159400.0,82965000.0,727497200.0,99999800.0,3821000000.0,216014400.0,410000.0,68400000.0,463400.0
2019-01-28,147000.0,64841000.0,648213700.0,73121100.0,3630820000.0,226010300.0,371600.0,56800000.0,419700.0
2019-01-29,155600.0,66407300.0,697035900.0,75129000.0,3518070000.0,233364800.0,552600.0,63100000.0,356900.0
2019-01-30,120500.0,68861600.0,748772100.0,73630500.0,3883270000.0,233825500.0,480400.0,72100000.0,410100.0
2019-01-31,154300.0,102641200.0,866316300.0,111945200.0,4953800000.0,286422200.0,545200.0,75700000.0,604800.0
2019-02-01,132000.0,79792300.0,630712300.0,101700800.0,3782490000.0,224777300.0,479400.0,82200000.0,482300.0
2019-02-12,184100.0,81414900.0,526735100.0,74843600.0,3843020000.0,248558800.0,429900.0,84100000.0,292300.0
